Customer_name,User_ID,Transaction_Amount,Transaction_Type,Time_of_Transaction,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Target
Iw8Fu4Yi2Wn1Vc2B,4060,339.61,Bank Transfer,,Desktop,mumbai,4,102,9,Credit Card,0
Qb0Dt5Il0Yu3Su3Y,3693,3793.96,Bank Transfer,20,Mobile,mumbai,1,70,12,UPI,0
Fr9Wh9Jq5Zj8Bo8T,1795,2241.43,Bill Payment,10,Desktop,hydrabad,0,56,10,UPI,0
Fi1Wj3Eo4Ic1Bp3Z,2051,3536.11,Online Purchase,2,Tablet,delhi,2,19,11,,0
Jk5Mu3Ry1Jt2Ki7S,2643,1614.36,POS Payment,,Mobile,kolkata,2,19,9,UPI,0
Jq8Bg3Nd4Wt4St7D,4627,4222.36,ATM Withdrawal,10,Desktop,delhi,2,118,5,UPI,0
Zu1Fw4Gz8Dq1Th1S,2363,2676.47,Online Purchase,,Desktop,bangalore,3,62,8,Credit Card,0
Kz9Hc9Yq7Or3Ei7F,4869,4718.32,Bill Payment,21,Unknown Device,hydrabad,2,100,7,UPI,0
Mx1Vr6Wq4Oo5Sj8S,2981,398.68,Bill Payment,20,Desktop,kolkata,2,23,13,Debit Card,0
Mf7Sn5At7Rv8Om4U,2354,2573.81,POS Payment,22,Unknown Device,bangalore,1,51,9,UPI,0
Zj2Jm3Oq4Nf6Sh3X,2663,3833.44,Bank Transfer,17,Mobile,pune,4,70,2,Credit Card,0
Hz0Nr6Wp0Lf3Lp2G,2529,49997.8,ATM Withdrawal,3,Tablet,,3,103,6,UPI,0
Zb5Tm5Ts3Cy5Su0R,3038,120.85,ATM Withdrawal,14,Mobile,delhi,4,8,4,Debit Card,0
Xe6Pp7Wq8Cl6Jc5U,4419,4861.83,ATM Withdrawal,17,Tablet,mumbai,2,54,10,Credit Card,0
Ml7Ce0Io6Up1Ji2W,2496,1494.83,Online Purchase,19,,delhi,1,25,1,Credit Card,0
Mt1Wz3Ol2Wp9Ln4A,4302,1250.14,Bill Payment,8,Tablet,pune,2,43,7,UPI,0
Dh2Ge5Wd7Ny3Br7V,3237,2430.87,ATM Withdrawal,8,Mobile,kolkata,2,78,9,Net Banking,0
Ve0It0Zd7Ur5Hd8U,4296,2713.08,ATM Withdrawal,14,Desktop,pune,1,43,12,Net Banking,0
Qv8Ae8Iq3Cy8Ga0R,2408,3832.61,Bank Transfer,,Desktop,bangalore,2,13,5,Credit Card,0
Vd5Vz8Sh2Yt2Gb3F,2400,1969.4,Online Purchase,5,Tablet,kolkata,0,77,6,Net Banking,0
Hp4Qi6Zt8Mo1Xl1P,2306,49997.8,Bill Payment,1,Desktop,delhi,3,78,9,UPI,0
Mu3Tr4El2Lq8Uu8A,3680,2677.12,POS Payment,11,Tablet,mumbai,4,115,6,Debit Card,0
Do0Jk1Fm7Xn9Vx5S,3675,1974.96,Bank Transfer,18,Desktop,kolkata,0,84,1,Debit Card,0
Rq1Hq8Ak9Dw9Od2S,1972,4573.17,Bank Transfer,16,Mobile,,2,31,6,Credit Card,0
Ym7Yx5Fr0Ud5Tt7F,2768,4257,Bank Transfer,15,,Ahmedabad,1,22,3,UPI,0
Rw4Dh5Wn2Oe0Ut5Y,2282,2277.59,ATM Withdrawal,12,Tablet,mumbai,1,19,14,UPI,0
Ro7Hk1Oj1Fg3Zc4V,4430,5.97,POS Payment,1,Desktop,Ahmedabad,0,2,5,Net Banking,0
Rb1Ax7Ko6As2Vf6R,1709,4505.17,Online Purchase,21,Desktop,pune,2,98,2,UPI,0
Iq9Sq3Zh2Nt5Tl1A,2479,626.06,Bill Payment,3,Desktop,Ahmedabad,1,75,7,Credit Card,0
Ut0Hi0Va4Qv3Ri0R,2434,1226.34,Online Purchase,9,Tablet,,4,39,1,Net Banking,0
Kv3Tt9Al1Fo7Sz7W,1648,766.04,Bank Transfer,18,Tablet,mumbai,3,84,12,Debit Card,0
Hz2Hm6Cg0Mk4Vk8C,1317,903.18,POS Payment,13,Desktop,,0,92,10,UPI,0
Wk3Yl5Se8Ju6Wu2D,4748,4015.37,Online Purchase,4,Unknown Device,chennai,1,84,12,Credit Card,0
Ov0Fk8Nz7Hj5Qf0O,4296,2899.61,Online Purchase,10,,kolkata,0,117,2,UPI,0
Vz7Bs6Gb1Wl7Gb6F,4890,4780.7,Bank Transfer,11,Desktop,kolkata,3,38,1,Debit Card,0
Ns6Hw1Kd6Yz7Ot0P,2257,1161.11,Bank Transfer,8,Tablet,delhi,0,93,3,UPI,0
Qk6Ls6Sg0Sv9Bh9X,1683,,Online Purchase,4,Tablet,Ahmedabad,1,54,8,Net Banking,0
Wg4Vs4Gv5Kg5Zz5G,1663,4887.25,Online Purchase,14,Desktop,delhi,2,75,4,Credit Card,0
Dj5Zr1Vl8Ga3Ss7I,2998,,ATM Withdrawal,21,Mobile,Ahmedabad,0,70,5,Net Banking,0
Cg0Cg5Om5Go3Xt3N,4898,3644.44,POS Payment,4,Mobile,pune,0,9,5,Net Banking,0
Nm7Tn3Ne8El4Uf2J,4445,948.93,Bank Transfer,8,Desktop,bangalore,1,30,3,Debit Card,0
Al8Dj6Jn2Bx7Qb9R,4743,3848.18,Bill Payment,14,Tablet,bangalore,1,77,2,Net Banking,0
Mr6Ko9Tb0Xu4Ff0N,2631,1741.09,Bill Payment,22,Mobile,kolkata,2,41,10,Invalid Method,0
Xt0Wy9Km6Ec2Vf4L,2495,2655.03,Bank Transfer,4,Mobile,Ahmedabad,1,90,3,,0
Aw5Or7Hm9Va2Jj8L,4304,3047.76,POS Payment,11,Tablet,,0,92,1,Net Banking,0
Ig4Hy7Fw5Gy8Mc9A,4763,3048.77,Bill Payment,22,Desktop,chennai,3,111,13,Credit Card,0
Dj2Lc4Of5Rg7Vk4Z,2136,3633.98,ATM Withdrawal,17,Mobile,pune,4,47,10,,0
Lx6Rg0Xu5Kz6Cr9N,2853,3310.2,Bank Transfer,23,Desktop,kolkata,4,33,8,Debit Card,0
Mt8Nx3Dd7Fc1Gy6E,2520,346.51,Bill Payment,6,Desktop,chennai,1,42,3,UPI,1
Pt3Vh2Kv6Fs3Iv0D,3489,2289.45,Bill Payment,17,Desktop,mumbai,0,99,4,UPI,0
Gh1Uf5Rg8Wp4Me0J,1563,3321.79,Bank Transfer,2,Tablet,delhi,4,32,13,Invalid Method,0
Ix3Cd5Lu0Uc8Do8G,2291,1483.48,POS Payment,23,Tablet,kolkata,4,107,1,Credit Card,0
Pg9Ph1Ir6Es1Zb2V,4581,1568.72,Bank Transfer,12,Unknown Device,chennai,4,4,5,Debit Card,0
Wc0Al1Lk6Vo2Zh6O,4878,627.21,Online Purchase,20,Tablet,mumbai,3,54,11,Debit Card,0
Tv4Ld2Cb3Nw3Bc8E,4457,2095.98,Bill Payment,17,Tablet,mumbai,3,75,14,Debit Card,0
Kw2Zo0Cv6Uv0Bg4S,4458,4934.22,Online Purchase,9,Tablet,chennai,0,48,11,Net Banking,0
Yh6Jh2Ah5Tu3Sd5N,4184,1430.17,POS Payment,6,Mobile,Ahmedabad,2,106,2,Credit Card,0
Wd7Wd1Iu9El1Ul9O,2636,2659.53,Online Purchase,17,Tablet,pune,0,104,1,Net Banking,0
Xf7Rj0At7Wa9Py9Z,4696,,POS Payment,18,Tablet,delhi,2,16,10,UPI,0
Hy7Db8Zb6Ke2Im1Y,3999,72.42,Bank Transfer,0,Tablet,chennai,4,45,9,Debit Card,1
Nk8Fp4Ao5Ef1Nf6R,4152,4502.7,ATM Withdrawal,8,Mobile,kolkata,4,9,11,Debit Card,0
Vy1Il0Zt0Yd7Rr3D,1698,1935.82,ATM Withdrawal,20,Tablet,kolkata,4,84,13,UPI,0
Nd9Lz4Jn5Qa1Ui9W,3160,4346.23,Bank Transfer,15,Desktop,Ahmedabad,3,31,3,UPI,0
Ev0Vd6Tu4Wb3Fa2F,1001,199.54,Bill Payment,16,Tablet,delhi,2,50,7,UPI,0
Oo7Se7Lk7Pn9Cd7S,1641,732.59,POS Payment,17,Mobile,mumbai,2,26,14,Credit Card,0
To3Lb5Ma8Gr1Jv4N,3267,1616.03,Online Purchase,8,Mobile,chennai,3,104,10,Net Banking,0
Av9Dg1Rw0Te7Hl3T,2589,1730.58,ATM Withdrawal,13,Mobile,hydrabad,1,64,7,Credit Card,0
Tv2Ai7Wq0Js0Jv5E,1854,4239.73,Online Purchase,23,Desktop,chennai,3,10,12,UPI,0
Ze3Up4Vd9Km5Wf6R,2759,60.95,Online Purchase,16,Desktop,,3,39,14,Credit Card,0
Ht1Gm5Di8Jd3Ky3O,4296,3207.35,Online Purchase,9,,Ahmedabad,1,76,6,Debit Card,0
Tx6Nr5Gv6Aa1Um2C,3432,660.91,Bill Payment,9,Mobile,Ahmedabad,1,100,5,Credit Card,0
Jt0Gm5Ph0Bv6Sz6U,4474,4116.96,ATM Withdrawal,21,Desktop,hydrabad,1,40,3,UPI,0
Nu5Vv0Ak4Mb0Bl0Y,2661,3893.97,Online Purchase,20,Tablet,mumbai,3,66,4,Debit Card,0
Su3Xx2Ss3Ci9Tu0T,2153,49997.8,Online Purchase,18,Tablet,mumbai,2,85,2,Net Banking,0
Zz1Bu4Zl7Le8Xk2Z,2076,1067.37,ATM Withdrawal,19,,mumbai,2,12,2,Debit Card,0
Zz1Ao7Ij3Ro1Jc6K,2707,3174.3,Online Purchase,9,Mobile,Ahmedabad,0,70,4,,0
Ea5Xx1Cq6Ob6Pk8U,3777,785.51,POS Payment,21,Mobile,bangalore,4,102,12,UPI,0
No1Ls5Jh5If6Qc2E,2695,954.17,ATM Withdrawal,12,Unknown Device,bangalore,3,116,12,Debit Card,0
Sf3Ad7Jg3Ef6My6E,2733,3135.32,Online Purchase,11,Mobile,bangalore,4,72,10,Debit Card,0
Du6Tn1Xh7Ji8It5E,2439,4956.19,Bill Payment,11,Tablet,Ahmedabad,2,39,3,Credit Card,0
Oj5Fb2Ff4Nl8Ui9Q,3294,4455.85,POS Payment,23,Tablet,hydrabad,4,7,13,Credit Card,0
Kv9Ce0Zr8Za5Dz8Y,1835,2967.57,Bank Transfer,7,Desktop,hydrabad,4,84,3,Debit Card,0
It5Df2Se7As9Cs5Z,4510,2694.99,Bill Payment,3,Mobile,chennai,1,60,11,UPI,0
Wb5Ll0Qx0Be0Vz6Y,1202,4991.93,Bank Transfer,,Mobile,mumbai,1,109,13,Credit Card,1
Jf7La7Gf0Ag0Ey1A,4255,2739.25,Bank Transfer,23,,bangalore,2,12,3,Credit Card,0
Gd2Ru4Lg9Gm6Yo0J,1122,2103.48,Online Purchase,2,Tablet,kolkata,4,93,14,Net Banking,0
Vl9Yp6Ah7Kv2Un0E,1400,4548.23,POS Payment,23,Desktop,bangalore,0,101,12,Net Banking,0
Ba7Qj9Zy4Sd1Iy0L,1766,1174.75,Online Purchase,14,Desktop,delhi,0,66,2,UPI,0
Mf5Tv2Aw1Xw2Lq2H,1293,492.14,Bill Payment,12,,hydrabad,2,101,14,UPI,0
Xr8Mt7Mz4Hi4Zt6Q,3327,,Bank Transfer,6,Mobile,Ahmedabad,1,67,4,Invalid Method,0
Pf1Uc7Fu8Kh8Az1H,4908,483.77,Online Purchase,7,Tablet,kolkata,1,95,5,Debit Card,0
Vh1Tz5Eh0Af4Ed5K,3931,1868.88,Bill Payment,17,Tablet,hydrabad,1,6,9,UPI,0
Ht5Vb9Mh8Wu3Nj1M,4681,49997.8,Bill Payment,0,Mobile,kolkata,4,4,14,Credit Card,0
Sq0Rl6Oc0Or4Vc0R,1197,2739.95,Bank Transfer,11,,pune,4,63,14,UPI,0
Ef3Sh3Xb3Uj2Bt5D,4029,4958.34,Online Purchase,9,Desktop,Ahmedabad,4,32,9,Net Banking,0
Qk2Ng2Nz4Jb7Gl4W,2930,1108.8,POS Payment,13,Tablet,kolkata,4,50,14,Net Banking,0
Jb9Nw3Uw7Tc4Lb2C,4582,1881.9,Bill Payment,17,Tablet,Ahmedabad,1,19,9,Debit Card,1
Qr6Ys9Wu5Ie6Bl2T,3799,665.54,Online Purchase,,Desktop,bangalore,0,79,6,Debit Card,0
By6Qp4As1Sw6Wp2D,3191,3040.03,POS Payment,4,Desktop,chennai,3,11,2,Debit Card,1
Tu5Oy2Uc9Kv0Bc8A,1608,3639.73,Bank Transfer,8,Mobile,chennai,0,94,4,Net Banking,0
Hd3Da6Fi0At3Lb9F,4272,,POS Payment,23,Tablet,,0,25,14,Credit Card,0
Ad2Bn7Jb6Vz7Xz0L,2147,49997.8,Bank Transfer,22,,hydrabad,0,41,10,Credit Card,0
Up5Fr3Am9Ff3Jw9A,1186,3106.34,Bill Payment,19,Tablet,hydrabad,4,117,8,Net Banking,0
Lg9Zm3Kt1Ki5Na6T,4397,2698.09,ATM Withdrawal,11,Mobile,,2,111,10,Credit Card,0
La6Fs4Ba7Io5Wt1X,3511,860.07,ATM Withdrawal,15,Mobile,chennai,1,13,13,Net Banking,0
Ca2St8Eg8So3Pt1A,4420,2031.38,Bill Payment,10,Mobile,kolkata,0,69,12,Debit Card,0
Ax3Jk6Gy1Jy6Ci1I,2794,2178.81,POS Payment,2,Desktop,pune,3,113,7,Debit Card,0
To7Pv9Bx6Bm6Cf5H,1659,4913.18,ATM Withdrawal,19,Mobile,mumbai,1,65,6,Net Banking,0
Fe4Xf0Zd9Ra7Ce2I,3811,4247.18,Bank Transfer,14,,delhi,1,84,11,Net Banking,0
Ai6Tx8Zc5Bv2Tl7S,4002,3673.18,Bill Payment,7,,bangalore,3,49,10,Debit Card,0
Uv6Hl6Ui6Hl0Ll5M,2955,4444.44,Online Purchase,,Tablet,mumbai,2,48,9,Net Banking,0
Bx2Pk8Wm0Vm9Cz4Y,3450,3678.74,ATM Withdrawal,5,Tablet,Ahmedabad,2,119,9,Debit Card,0
Ca7Hq8Lu4Ag6Dt2L,2369,4517.49,POS Payment,11,Tablet,hydrabad,0,109,8,,0
Hj4Sa6Fz0Rz6Ai8I,2986,277.49,Bill Payment,19,Mobile,delhi,3,27,10,UPI,0
On2Hq1As0Zm9Jy1D,2534,2283.05,ATM Withdrawal,2,Tablet,kolkata,1,76,5,Debit Card,0
Ns1Bh8Nz0Bd1Re0K,1146,3735.76,ATM Withdrawal,7,Mobile,hydrabad,4,52,5,,0
Ty6Pe6Xh0Ys2Pr3I,4219,2918.56,Bill Payment,17,Tablet,bangalore,4,75,5,UPI,0
Hg5Da4Bh2Dc9Rf9B,3911,879.95,Online Purchase,7,Tablet,chennai,3,100,1,,0
Df1Sd6Hp4Ss4Un4P,2734,1705.76,Bill Payment,20,Mobile,Ahmedabad,3,12,3,Net Banking,0
Vb8Et4Ap4Aq0Rz0D,2843,1592.28,Online Purchase,8,Tablet,bangalore,3,22,5,Credit Card,0
Er6Mp4Pc6Hq3Pg9T,1488,1310.43,Bill Payment,,Desktop,bangalore,4,72,5,Invalid Method,0
Rg8Bz4Mo4Xa7Gc8K,3976,1718.96,Bank Transfer,9,Tablet,pune,4,59,5,UPI,0
Ks2Hs0Sx2Xu4Sx9P,2959,2576.69,Bank Transfer,14,Desktop,hydrabad,0,24,4,UPI,0
Am1Md7Fy4Ki8Ax9Q,2663,4275.07,Bill Payment,7,Desktop,bangalore,2,23,6,Debit Card,0
Vm5Ze4Fw7Zx5Zi4V,3598,3711.45,Online Purchase,14,Mobile,kolkata,2,97,6,Debit Card,0
Pl8Ur3Yl3Td2Rg3V,3385,4177.07,ATM Withdrawal,18,Desktop,pune,0,28,9,Net Banking,0
Hv6Qw2Ip7Yt3Oc3U,3919,4418.6,Bill Payment,3,Tablet,kolkata,1,50,7,Debit Card,0
Uh5Bh8Am9Iq7Ar4I,1640,2083.67,ATM Withdrawal,11,Mobile,Ahmedabad,0,15,14,Debit Card,1
Rm0Xt5Yh5Td8Qz6S,2802,1733.4,Bill Payment,8,Tablet,Ahmedabad,4,25,5,Debit Card,0
Xo5Cd6Kj3Ci6Qb1Z,3520,292.83,POS Payment,5,Tablet,mumbai,4,78,12,Debit Card,0
Tl8Zr4Pc1Rw3Fo0U,2969,4652.81,Online Purchase,14,Tablet,Ahmedabad,0,2,6,Net Banking,0
Ms5Rk1Rd9Ll8Ja6B,3198,333.79,POS Payment,18,Tablet,delhi,4,18,8,Debit Card,0
Tq4Fq0Vo5Dz0Ln9C,2438,3706.97,POS Payment,23,Desktop,chennai,1,24,6,Credit Card,0
Ey7Vr6Tq7Qx0Jq8F,4369,1893.65,Online Purchase,,Desktop,kolkata,4,9,9,Net Banking,0
El6Sj2Wb4Rh8Uf5M,2634,4744.16,Bill Payment,8,Mobile,Ahmedabad,1,24,2,Credit Card,0
Ag2Ov7Nz7Ae9Rx6T,1262,2100.91,Online Purchase,10,Mobile,hydrabad,2,20,1,,0
Of5Tr5Gd0Py8Cb4C,2787,4083.96,Online Purchase,11,Desktop,bangalore,0,77,5,Credit Card,0
Sg3Cy8Hc7Fu9Qg5J,3191,1416.86,Bank Transfer,17,Mobile,kolkata,4,35,5,Net Banking,1
Tm3Eh7Zk4Zj6Xh0W,3393,1498.95,Bank Transfer,11,Tablet,hydrabad,2,105,11,Invalid Method,0
Jm2Hn8Yb5Ms9Tq3O,1623,2979.62,ATM Withdrawal,20,Mobile,delhi,1,45,12,Net Banking,1
Ht8Op5Wb2Mf6Pj2W,2016,4989.92,Online Purchase,15,Mobile,delhi,3,93,3,Net Banking,0
Zc8Tj1Jh1Uk6Ec5I,4643,2590.27,POS Payment,,Tablet,mumbai,4,24,14,Credit Card,0
Jq8Kg7Dy6Yb9Kl9F,1880,4681.86,POS Payment,2,Desktop,chennai,2,64,7,Net Banking,0
Kq1Ib0To6Bw8Ie2Q,3049,3932.32,Bank Transfer,0,Unknown Device,bangalore,4,62,5,Debit Card,0
Hk5Ai4Ke9Wn6Us3Z,3944,3980.34,Online Purchase,20,Mobile,delhi,1,48,1,Net Banking,0
Rd3Ff7Zc5Xa9Ud4S,2327,2182.62,Bill Payment,6,Desktop,Ahmedabad,3,75,4,Credit Card,0
Pq8Xq6Qy5Hz1Rv6Z,3301,1935.78,Bank Transfer,17,Mobile,kolkata,4,23,1,Net Banking,0
Xy7Bc5Zh7Rp0Mb9S,4723,963.65,Bank Transfer,1,Desktop,chennai,4,66,2,Credit Card,0
Lk8Dt4Xh2Ai2Hw0X,1452,4819.89,POS Payment,10,Mobile,,1,47,2,Credit Card,0
Fb4Db4Yh3Sz0Bk0V,4108,4797.17,Bill Payment,2,Tablet,mumbai,3,26,8,UPI,0
Mc5Em0Bm7Ey1Yj6D,2183,3736.6,Bill Payment,9,Tablet,,3,31,4,Net Banking,0
Ni8Na9Pu0Uv4Yi0H,4062,1484.78,POS Payment,12,Tablet,kolkata,4,5,3,Net Banking,0
Ab9Wn7Ij3Om8El3M,3056,1229.67,POS Payment,23,,delhi,0,27,12,Net Banking,0
Zy6Wc3Hp2Er9Gd4N,4304,4943.11,POS Payment,21,Mobile,mumbai,3,70,10,UPI,0
Gd6Fr8Ba2Ua5Tu0B,4170,337.38,Bill Payment,18,Desktop,kolkata,4,24,8,Debit Card,0
Bf0Pr2Jv5Vm2Er4V,2682,4218.6,Bill Payment,18,Tablet,kolkata,0,62,7,Credit Card,1
Ug7Fx1Ap8Ly5Yb6J,3863,1780.51,Bank Transfer,9,Mobile,delhi,2,30,11,Credit Card,0
Hd8Yl6Jv7Oe7Vk5Q,3255,2097.25,ATM Withdrawal,22,Mobile,bangalore,4,38,13,UPI,0
Qq2Qq0Eo7Bh4Ur8X,2154,4160.73,Bank Transfer,12,Mobile,kolkata,4,13,10,,0
Tw8Xz0Xe7Gt3Rw3B,1403,457.56,Online Purchase,2,Desktop,mumbai,0,2,10,Net Banking,0
Xl6Fs8Ys6Zj4Gp1G,3199,1774.08,ATM Withdrawal,1,Mobile,kolkata,0,4,4,UPI,0
Oc1Gd2Lj1Nj8Ln0R,3101,4760.36,Bill Payment,20,Desktop,kolkata,2,100,7,Debit Card,0
Em9Pn7Gn0Vk2Cw0T,4191,,Bank Transfer,,Tablet,mumbai,1,83,11,Credit Card,0
Ri8Mv1Vp9Zk9Mu5R,2696,3775.92,Bill Payment,15,Tablet,bangalore,2,115,3,UPI,0
Zw3Am0Rg1Ms3Ge2U,4991,3788.74,ATM Withdrawal,16,Tablet,Ahmedabad,1,2,1,Net Banking,0
Na0Bt4Xt5Uk8Ii8H,1627,307.55,Bill Payment,,Tablet,hydrabad,2,57,13,Credit Card,0
Dg3Lx3Oq2Uo0Qf7U,1586,1020.02,Bank Transfer,16,Mobile,bangalore,1,111,2,Net Banking,0
Cx4Uz5Da6Gx5Nn1Z,2648,2458.86,ATM Withdrawal,19,Desktop,,1,41,10,Net Banking,0
Bo2Ol9Fr5Ri1Oh7T,2443,1843.91,Bank Transfer,23,Mobile,delhi,3,74,7,UPI,0
Ih6De1Ok2Gt2Ib4N,2445,2057.51,Bank Transfer,7,Mobile,pune,3,110,14,Debit Card,0
Wx5Gx4Jy0Py2Yu2H,1103,3908.33,Bill Payment,5,Desktop,mumbai,0,39,14,Net Banking,0
Id6Xe2Qr9Ok7Pn9T,4923,78.32,ATM Withdrawal,22,Mobile,bangalore,2,79,7,UPI,0
Ni6Hu9Ip7Mz7Uu7Y,1253,3304.16,Bill Payment,7,Tablet,bangalore,3,22,10,Net Banking,0
Bq9Wy0Lt5Pj9Su4C,4298,5.55,ATM Withdrawal,22,Desktop,chennai,3,115,14,Net Banking,0
Cq7Dt8Ic0Eg0Tr1J,4183,319.98,Online Purchase,1,Desktop,Ahmedabad,4,38,13,Debit Card,0
Ry3Pm9Qo1Bx9Gc1N,3557,2044.39,Online Purchase,21,Mobile,delhi,2,114,13,Net Banking,0
Cs6Xt9Hq2Dh3Ly8K,2496,4205.54,ATM Withdrawal,19,Unknown Device,delhi,1,13,7,UPI,0
Mr8Mf4Km6Lo3Rm9A,1098,729.25,Bill Payment,16,Mobile,kolkata,3,18,14,Debit Card,0
Fy1Js3Qw6Wl4Sa1M,3200,2775.33,POS Payment,11,Mobile,hydrabad,0,102,5,Net Banking,0
Qa1Lg1Sv6Gk6Af0Q,2884,3394.13,ATM Withdrawal,0,Tablet,hydrabad,4,113,8,Credit Card,0
Fl0Xl5Yb5Et1Nb8T,3961,1151.52,Bank Transfer,4,Tablet,chennai,3,74,5,Net Banking,1
Od6Si4Jx9Oy2Oa6T,2919,49997.8,Online Purchase,18,Tablet,hydrabad,4,109,12,,0
Ko2Zg6Vx2Yd4Vx6C,1877,4557.48,ATM Withdrawal,12,Mobile,chennai,0,27,9,,1
Ps8Cb3Qn5Ep8Pl2A,1337,2563.58,ATM Withdrawal,,Mobile,chennai,1,82,4,UPI,0
Du6Fm0Os2Zu2Ok7X,4777,790.83,ATM Withdrawal,,Desktop,delhi,1,77,2,Net Banking,0
Bf1Yu2Ec6Eq2Yq6B,3869,3140.93,Bank Transfer,22,Desktop,Ahmedabad,4,110,9,UPI,0
No5Jj8Tw0Cs7Lr0O,4234,2963.04,Bill Payment,9,Mobile,kolkata,1,29,14,UPI,0
Nf3Kj3Fl6Li0Ro4G,4791,139.64,POS Payment,21,Tablet,delhi,3,39,2,Debit Card,1
Cg9My1Vp9Gp1Iy6L,1956,,Bank Transfer,3,Mobile,pune,1,117,1,Net Banking,0
Lk0Ow2Qh2Ik8Lp0A,2704,788.12,POS Payment,22,Mobile,kolkata,1,60,8,Net Banking,0
Mv1Zw0Zz1Pj9Oi8J,1160,685.76,Online Purchase,10,Mobile,pune,4,50,6,Net Banking,0
Kc4Pg0Yz1Ki4Qq6Q,2603,1301.03,POS Payment,19,Desktop,kolkata,1,21,4,Net Banking,1
Kg8Yj8Qn4Sb4Ze6V,3848,2273.26,POS Payment,5,Mobile,kolkata,0,108,14,Net Banking,0
Ow9Ow5Uq5Vg7Wg7J,1397,,Online Purchase,2,Mobile,bangalore,4,54,6,Debit Card,0
Pm0Zu2Tu3Vu0Yj6F,2300,4453.8,Bank Transfer,4,,pune,1,109,3,UPI,0
Dh5Tg3Ro5Dw6Iq1Z,1815,3062.49,Bank Transfer,11,Mobile,Ahmedabad,0,89,7,UPI,0
Dr6Li9Bq3Gb7Xb6F,4987,49997.8,Online Purchase,0,Desktop,Ahmedabad,0,104,9,Debit Card,0
Du5Rr0Dp6Ys6Wr8N,2527,2637.56,Bank Transfer,12,Mobile,hydrabad,2,44,10,Debit Card,0
Pd0Fp4Ou3Xb0Rl9G,2919,453.9,Bill Payment,10,Desktop,bangalore,1,4,14,Debit Card,0
Dm8Mv4Pf8Lr1Zh5N,2415,2319.12,POS Payment,13,Mobile,kolkata,3,58,3,UPI,1
Xa0Lv4Wf5Hi8Zk1J,2158,4111.05,Bank Transfer,13,Desktop,,4,44,13,Debit Card,0
Hb3Ct8Wi0Zb6Bf1S,2218,974.55,POS Payment,21,Mobile,chennai,3,87,9,Credit Card,0
Yj7Wc7Py6Tu4Wz8U,1400,460.62,Bank Transfer,13,Tablet,delhi,3,21,8,Credit Card,0
Sc7Fx4Tl1Jm5Uw1A,1639,1650.53,POS Payment,2,Mobile,kolkata,4,62,12,,0
Fe2Yw9Qt0Ba2Zp3V,4104,1947.54,Online Purchase,13,Desktop,delhi,2,10,14,UPI,0
Pl8Sl5Wd4Ej9Ht1L,3735,1534.76,Online Purchase,0,Tablet,Ahmedabad,3,59,11,Debit Card,0
Cc9Ae7As9Sy5Cy9D,1459,680.53,Online Purchase,8,Unknown Device,bangalore,3,100,1,Net Banking,0
Ik6Kp2Gq0Qw4Ji4L,1954,1257.95,Bill Payment,21,Desktop,mumbai,1,23,11,Net Banking,0
Bv0Gy3Cy8Im1Je5N,4954,3413,Bill Payment,8,Desktop,bangalore,3,24,5,Net Banking,0
Rm8Xu1Jn4Xi8Fy7E,1469,1932.71,Online Purchase,,Tablet,pune,2,97,5,Debit Card,0
Ff8Fm7Yf0Av1Gx9H,4446,3164.58,POS Payment,5,Tablet,hydrabad,0,45,12,UPI,0
Yk3Vt7Ew1Ur4Nk0K,2045,2683.84,Online Purchase,2,,mumbai,2,50,5,Debit Card,0
Ps1Im3Jh0Ey0Jf7N,3797,2747.52,Online Purchase,7,Mobile,kolkata,0,4,5,,0
Uc0Zp3Qp0Hu7Wh0P,2693,1246.51,ATM Withdrawal,5,,kolkata,1,39,7,Net Banking,0
Hk4Ls2Jx0Lj8Kn1A,3085,2610.11,Bill Payment,,Tablet,delhi,0,35,4,Debit Card,0
Qm7Pl2Hd3Ky1Tf3E,3277,122.86,Bill Payment,2,Tablet,,4,27,11,Debit Card,0
Ci9Uf4Ps8Zp4Fe1S,4436,2161.56,Online Purchase,14,Mobile,Ahmedabad,4,95,3,UPI,0
Cb2Ir3Du7Na5Tw9A,1562,2865.25,Online Purchase,12,Desktop,Ahmedabad,3,57,6,Debit Card,0
Je7Mm2Ne3Ud6Fo4P,3485,914.07,ATM Withdrawal,23,Tablet,hydrabad,1,52,1,Net Banking,0
Ny0Jh8Ri9Dk3Jc2Y,2799,1286.51,ATM Withdrawal,3,Mobile,mumbai,1,96,9,Net Banking,0
Hp4Se0Vr9Eg1Uw4F,4354,1101.56,Bill Payment,14,Desktop,bangalore,3,96,8,Net Banking,0
Rz0Ud7Ju2Dg8Ad6Z,3074,357.44,Bill Payment,0,Desktop,delhi,3,58,9,Invalid Method,0
Nu3Jv8No0Ht6Pt2M,1225,1742.55,Bill Payment,4,Desktop,,1,114,4,UPI,0
Mt6Ja2Vk3Xu7Tx5H,4348,4894.93,Bill Payment,13,Mobile,delhi,2,40,3,Invalid Method,0
Pp7Nf7Hq8Ye1Zm5I,1797,,POS Payment,9,Desktop,chennai,1,35,13,Net Banking,0
Av2Hu8Pe4Ui9Zq4W,4680,2305.38,Online Purchase,17,Desktop,pune,2,102,12,Net Banking,0
